2023/01/29 13:53:36.768  [I] [manager.go:40]  Cron manager run  : {DayOfWeek:0 MonthOfTheYear:1 DayOfTheMonth:29 Hour:13 Minute:53}
2023/01/29 14:23:36.782  [I] [manager.go:40]  Cron manager run  : {DayOfWeek:0 MonthOfTheYear:1 DayOfTheMonth:29 Hour:14 Minute:23}
2023/01/29 14:53:36.784  [I] [manager.go:40]  Cron manager run  : {DayOfWeek:0 MonthOfTheYear:1 DayOfTheMonth:29 Hour:14 Minute:53}
2023/01/29 15:23:36.793  [I] [manager.go:40]  Cron manager run  : {DayOfWeek:0 MonthOfTheYear:1 DayOfTheMonth:29 Hour:15 Minute:23}
2023/01/29 15:53:36.796  [I] [manager.go:40]  Cron manager run  : {DayOfWeek:0 MonthOfTheYear:1 DayOfTheMonth:29 Hour:15 Minute:53}
2023/01/29 16:16:45.549  [E] [response.go:125]  Error : Not logged in  - /admin/auth/login
2023/01/29 16:16:45.559  [D] [router.go:1305]  |      127.0.0.1|[47m 302 [0m|    10.0997ms| nomatch|[44m GET     [0m /admin/index/index
2023/02/01 14:05:56.549  [C] [recovery.go:22]  D:/golang/src/reflect/value.go:584
2023/02/01 14:05:56.549  [C] [recovery.go:22]  D:/golang/src/reflect/value.go:368
2023/02/01 14:05:56.550  [C] [recovery.go:22]  D:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:1233
2023/02/01 14:05:56.550  [C] [recovery.go:22]  D:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/filter.go:83
2023/02/01 14:05:56.550  [C] [recovery.go:22]  D:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:1002
2023/02/01 14:05:56.550  [C] [recovery.go:22]  D:/golang/src/net/http/server.go:2947
2023/02/01 14:05:56.550  [C] [recovery.go:22]  D:/golang/src/net/http/server.go:1991
2023/02/01 14:05:56.550  [C] [recovery.go:22]  D:/golang/src/runtime/asm_amd64.s:1594
2023/02/01 14:05:56.551  [M] [log.go:208]  [HTTP] http: superfluous response.WriteHeader call from github.com/beego/beego/v2/server/web/context.(*Response).WriteHeader (context.go:366)
2023/02/01 14:07:22.963  [I] [database.go:25]  Init database
2023/02/01 14:07:22.966  [I] [sqlite.go:28]  [DATABASE]  sqlite database registered quince.db
2023/02/01 14:07:22.967  [I] [i18n.go:29]  Language file removed : static/i18n/locale_en-US.ini
2023/02/01 14:07:22.967  [I] [i18n.go:29]  Language file removed : static/i18n/locale_ro-RO.ini
2023/02/01 14:07:22.972  [I] [router.go:24]  Internal router init
2023/02/01 14:07:22.972  [I] [init.go:23]  XSRF enabled : true
2023/02/01 14:07:30.309  [I] [init.go:12]  CRM module init
2023/02/01 14:07:30.325  [I] [modules.go:13]  Modules initialisation
2023/02/01 14:07:30.335  [I] [database.go:55]  [DATABASE] sync database done
2023/02/01 14:07:30.832  [I] [router.go:43]  [DATABASE] Start routes db sync for 2 modules 
2023/02/01 14:07:30.938  [I] [router.go:72]  Module : admin -> routes inserted : 0 , updated : 71
2023/02/01 14:07:30.944  [I] [router.go:72]  Module : master -> routes inserted : 0 , updated : 38
2023/02/01 14:07:31.349  [I] [module.go:32]  Module admin initialisation
2023/02/01 14:07:31.350  [I] [module.go:24]  Module master initialisation
2023/02/01 14:07:31.352  [I] [main.go:72]  Application language files
2023/02/01 14:07:31.353  [I] [main.go:75]  Loading language: ro-RO
2023/02/01 14:07:31.354  [I] [main.go:75]  Loading language: en-US
2023/02/01 14:07:39.113  [I] [manager.go:23]   Task manager scheduler started : 696fda02-3b5e-4404-8fa1-229c930ee3b8 
2023/02/01 14:07:39.114  [I] [main.go:51]  Total registered cron jobs : 3
2023/02/01 14:07:39.114  [I] [main.go:52]  Total active cron jobs : 1
2023/02/01 14:07:39.114  [I] [main.go:53]  System started
2023/02/01 14:07:39.114  [I] [main.go:54]  TODO -> recovery panic screen with home button
2023/02/01 14:07:39.258  [I] [server.go:281]  http server Running on http://:8000
2023/02/01 14:07:42.869  [E] [response.go:125]  Error : Not logged in  - /admin/auth/login
2023/02/01 14:07:42.869  [D] [router.go:1305]  |      127.0.0.1|[47m 302 [0m|           0s| nomatch|[44m GET     [0m /master/currency/index
2023/02/01 14:07:42.871  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:07:42.884  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|    13.0069ms|   match|[44m GET     [0m /admin/auth/login   r:admin/auth/login
2023/02/01 14:07:42.919  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|     14.009ms|   match|[44m GET     [0m /admin/auth/captcha/wFhiIAWJgv5VlNd37F4a.png   r:admin/auth/captcha/*.png
2023/02/01 14:07:46.774  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:07:46.900  [I] [auth.go:105]  Login succeed : super_admin IP : 127.0.0.1:63879
2023/02/01 14:07:47.098  [D] [router.go:1305]  |      127.0.0.1|[47m 302 [0m|   325.1851ms|   match|[46m POST    [0m /admin/auth/check_login   r:admin/auth/check_login
2023/02/01 14:07:47.101  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:07:47.236  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|   135.0879ms|   match|[44m GET     [0m /admin/index/index   r:admin/index/index
2023/02/01 14:07:47.418  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:07:57.493  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|  10.0752926s|   match|[44m GET     [0m /admin/admin_menu/sidebar   r:admin/admin_menu/sidebar
2023/02/01 14:08:04.179  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:08:22.728  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|  18.5504018s|   match|[44m GET     [0m /master/currency/index   r:master/currency/index
2023/02/01 14:08:24.369  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:08:24.370  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|     2.0017ms|   match|[44m GET     [0m /admin/admin_menu/sidebar   r:admin/admin_menu/sidebar
2023/02/01 14:08:26.153  [C] [recovery.go:22]  D:/golang/src/runtime/panic.go:890
2023/02/01 14:08:26.153  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/global/response/response.go:72
2023/02/01 14:08:26.153  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/global/response/response.go:34
2023/02/01 14:08:26.153  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/global/response/response.go:87
2023/02/01 14:08:26.153  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/middleware/auth_middle.go:87
2023/02/01 14:08:26.153  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/filter.go:83
2023/02/01 14:08:26.153  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:986
2023/02/01 14:08:26.153  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:1107
2023/02/01 14:08:26.153  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/filter.go:83
2023/02/01 14:08:26.153  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:1002
2023/02/01 14:08:26.153  [C] [recovery.go:22]  D:/golang/src/net/http/server.go:2947
2023/02/01 14:08:26.153  [C] [recovery.go:22]  D:/golang/src/net/http/server.go:1991
2023/02/01 14:08:26.153  [C] [recovery.go:22]  D:/golang/src/runtime/asm_amd64.s:1594
2023/02/01 14:08:26.154  [M] [log.go:208]  [HTTP] http: superfluous response.WriteHeader call from github.com/beego/beego/v2/server/web/context.(*Response).WriteHeader (context.go:366)
2023/02/01 14:08:26.168  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:08:26.183  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|    15.0096ms|   match|[44m GET     [0m /master/currency/add   r:master/currency/add
2023/02/01 14:08:58.667  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:09:21.999  [C] [recovery.go:22]  D:/golang/src/runtime/panic.go:890
2023/02/01 14:09:21.999  [C] [recovery.go:22]  D:/golang/src/runtime/panic.go:260
2023/02/01 14:09:21.999  [C] [recovery.go:22]  D:/golang/src/runtime/signal_windows.go:255
2023/02/01 14:09:21.999  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/modules/master/services/currencyService.go:47
2023/02/01 14:09:21.999  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/modules/master/transactions/currency/update.go:28
2023/02/01 14:09:21.999  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/internal/transaction/action.go:101
2023/02/01 14:09:21.999  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/internal/transaction/base.go:38
2023/02/01 14:09:21.999  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/client/orm/orm.go:600
2023/02/01 14:09:21.999  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/client/orm/orm.go:576
2023/02/01 14:09:21.999  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/client/orm/orm.go:568
2023/02/01 14:09:21.999  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/client/orm/orm.go:564
2023/02/01 14:09:21.999  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/internal/transaction/base.go:35
2023/02/01 14:09:21.999  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/modules/master/controllers/currencyController.go:86
2023/02/01 14:09:21.999  [C] [recovery.go:22]  D:/golang/src/reflect/value.go:584
2023/02/01 14:09:22.000  [C] [recovery.go:22]  D:/golang/src/reflect/value.go:368
2023/02/01 14:09:22.000  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:1233
2023/02/01 14:09:22.000  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/filter.go:83
2023/02/01 14:09:22.000  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:1002
2023/02/01 14:09:22.000  [C] [recovery.go:22]  D:/golang/src/net/http/server.go:2947
2023/02/01 14:09:22.000  [C] [recovery.go:22]  D:/golang/src/net/http/server.go:1991
2023/02/01 14:09:22.000  [C] [recovery.go:22]  D:/golang/src/runtime/asm_amd64.s:1594
2023/02/01 14:09:22.000  [M] [log.go:208]  [HTTP] http: superfluous response.WriteHeader call from github.com/beego/beego/v2/server/web/context.(*Response).WriteHeader (context.go:366)
2023/02/01 14:09:26.705  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:09:54.852  [C] [recovery.go:22]  D:/golang/src/runtime/panic.go:890
2023/02/01 14:09:54.852  [C] [recovery.go:22]  D:/golang/src/runtime/panic.go:260
2023/02/01 14:09:54.852  [C] [recovery.go:22]  D:/golang/src/runtime/signal_windows.go:255
2023/02/01 14:09:54.852  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/modules/master/services/currencyService.go:47
2023/02/01 14:09:54.852  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/modules/master/transactions/currency/update.go:28
2023/02/01 14:09:54.852  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/internal/transaction/action.go:101
2023/02/01 14:09:54.852  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/internal/transaction/base.go:38
2023/02/01 14:09:54.852  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/client/orm/orm.go:600
2023/02/01 14:09:54.852  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/client/orm/orm.go:576
2023/02/01 14:09:54.852  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/client/orm/orm.go:568
2023/02/01 14:09:54.852  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/client/orm/orm.go:564
2023/02/01 14:09:54.852  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/internal/transaction/base.go:35
2023/02/01 14:09:54.852  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/modules/master/controllers/currencyController.go:86
2023/02/01 14:09:54.852  [C] [recovery.go:22]  D:/golang/src/reflect/value.go:584
2023/02/01 14:09:54.852  [C] [recovery.go:22]  D:/golang/src/reflect/value.go:368
2023/02/01 14:09:54.852  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:1233
2023/02/01 14:09:54.853  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/filter.go:83
2023/02/01 14:09:54.853  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:1002
2023/02/01 14:09:54.853  [C] [recovery.go:22]  D:/golang/src/net/http/server.go:2947
2023/02/01 14:09:54.853  [C] [recovery.go:22]  D:/golang/src/net/http/server.go:1991
2023/02/01 14:09:54.853  [C] [recovery.go:22]  D:/golang/src/runtime/asm_amd64.s:1594
2023/02/01 14:09:54.853  [M] [log.go:208]  [HTTP] http: superfluous response.WriteHeader call from github.com/beego/beego/v2/server/web/context.(*Response).WriteHeader (context.go:366)
2023/02/01 14:09:58.612  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:12:46.175  [I] [database.go:25]  Init database
2023/02/01 14:12:46.178  [I] [sqlite.go:28]  [DATABASE]  sqlite database registered quince.db
2023/02/01 14:12:46.179  [I] [i18n.go:29]  Language file removed : static/i18n/locale_en-US.ini
2023/02/01 14:12:46.179  [I] [i18n.go:29]  Language file removed : static/i18n/locale_ro-RO.ini
2023/02/01 14:12:46.183  [I] [router.go:24]  Internal router init
2023/02/01 14:12:46.184  [I] [init.go:23]  XSRF enabled : true
2023/02/01 14:12:46.188  [I] [init.go:12]  CRM module init
2023/02/01 14:12:46.193  [I] [modules.go:13]  Modules initialisation
2023/02/01 14:12:46.202  [I] [database.go:55]  [DATABASE] sync database done
2023/02/01 14:12:46.264  [I] [router.go:43]  [DATABASE] Start routes db sync for 2 modules 
2023/02/01 14:12:46.295  [I] [router.go:72]  Module : admin -> routes inserted : 0 , updated : 71
2023/02/01 14:12:46.301  [I] [router.go:72]  Module : master -> routes inserted : 0 , updated : 38
2023/02/01 14:12:46.393  [I] [module.go:32]  Module admin initialisation
2023/02/01 14:12:46.394  [I] [module.go:24]  Module master initialisation
2023/02/01 14:12:46.396  [I] [main.go:72]  Application language files
2023/02/01 14:12:46.396  [I] [main.go:75]  Loading language: ro-RO
2023/02/01 14:12:46.397  [I] [main.go:75]  Loading language: en-US
2023/02/01 14:12:50.787  [I] [manager.go:23]   Task manager scheduler started : fff2a3c3-3dd2-4bb0-a86d-392a1545a0bc 
2023/02/01 14:12:50.787  [I] [main.go:51]  Total registered cron jobs : 3
2023/02/01 14:12:50.787  [I] [main.go:52]  Total active cron jobs : 1
2023/02/01 14:12:50.787  [I] [main.go:53]  System started
2023/02/01 14:12:50.787  [I] [main.go:54]  TODO -> recovery panic screen with home button
2023/02/01 14:12:50.921  [I] [server.go:281]  http server Running on http://:8000
2023/02/01 14:12:53.798  [E] [response.go:125]  Error : Not logged in  - /admin/auth/login
2023/02/01 14:12:53.798  [D] [router.go:1305]  |      127.0.0.1|[47m 302 [0m|           0s| nomatch|[44m GET     [0m /master/currency/index
2023/02/01 14:12:53.801  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:12:53.815  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|    15.0089ms|   match|[44m GET     [0m /admin/auth/login   r:admin/auth/login
2023/02/01 14:12:53.854  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|    16.0097ms|   match|[44m GET     [0m /admin/auth/captcha/p3LgIPHH81NnCygPHaqn.png   r:admin/auth/captcha/*.png
2023/02/01 14:12:57.696  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:12:57.827  [I] [auth.go:105]  Login succeed : super_admin IP : 127.0.0.1:63975
2023/02/01 14:12:57.973  [D] [router.go:1305]  |      127.0.0.1|[47m 302 [0m|   276.5021ms|   match|[46m POST    [0m /admin/auth/check_login   r:admin/auth/check_login
2023/02/01 14:12:57.980  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:12:58.113  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|   135.0858ms|   match|[44m GET     [0m /admin/index/index   r:admin/index/index
2023/02/01 14:12:58.301  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:12:58.304  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|     4.0024ms|   match|[44m GET     [0m /admin/admin_menu/sidebar   r:admin/admin_menu/sidebar
2023/02/01 14:13:03.777  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:13:03.799  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|    22.0139ms|   match|[44m GET     [0m /master/currency/index   r:master/currency/index
2023/02/01 14:13:04.000  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:13:04.002  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|     3.0016ms|   match|[44m GET     [0m /admin/admin_menu/sidebar   r:admin/admin_menu/sidebar
2023/02/01 14:13:05.470  [C] [recovery.go:22]  D:/golang/src/runtime/panic.go:890
2023/02/01 14:13:05.470  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/global/response/response.go:72
2023/02/01 14:13:05.470  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/global/response/response.go:34
2023/02/01 14:13:05.470  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/global/response/response.go:87
2023/02/01 14:13:05.470  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/middleware/auth_middle.go:87
2023/02/01 14:13:05.470  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/filter.go:83
2023/02/01 14:13:05.470  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:986
2023/02/01 14:13:05.470  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:1107
2023/02/01 14:13:05.470  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/filter.go:83
2023/02/01 14:13:05.470  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:1002
2023/02/01 14:13:05.470  [C] [recovery.go:22]  D:/golang/src/net/http/server.go:2947
2023/02/01 14:13:05.470  [C] [recovery.go:22]  D:/golang/src/net/http/server.go:1991
2023/02/01 14:13:05.470  [C] [recovery.go:22]  D:/golang/src/runtime/asm_amd64.s:1594
2023/02/01 14:13:05.470  [M] [log.go:208]  [HTTP] http: superfluous response.WriteHeader call from github.com/beego/beego/v2/server/web/context.(*Response).WriteHeader (context.go:366)
2023/02/01 14:13:05.487  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:13:05.502  [D] [router.go:1305]  |      127.0.0.1|[42m 200 [0m|      16.01ms|   match|[44m GET     [0m /master/currency/add   r:master/currency/add
2023/02/01 14:13:12.979  [I] [base.go:81]  HTTP only protocol . XSRF disabled .
2023/02/01 14:13:28.887  [I] [action.go:97]  WORK DONE in queue super_admin: context canceled!
2023/02/01 14:13:29.071  [C] [recovery.go:22]  D:/golang/src/runtime/panic.go:890
2023/02/01 14:13:29.071  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/global/response/response.go:72
2023/02/01 14:13:29.072  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/global/response/response.go:32
2023/02/01 14:13:29.072  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/global/response/response.go:87
2023/02/01 14:13:29.072  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/modules/admin/controllers/base.go:401
2023/02/01 14:13:29.072  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/modules/master/controllers/currencyController.go:89
2023/02/01 14:13:29.072  [C] [recovery.go:22]  D:/golang/src/reflect/value.go:584
2023/02/01 14:13:29.072  [C] [recovery.go:22]  D:/golang/src/reflect/value.go:368
2023/02/01 14:13:29.072  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:1233
2023/02/01 14:13:29.072  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/filter.go:83
2023/02/01 14:13:29.072  [C] [recovery.go:22]  d:/Workspace/golang/beego/quince/vendor/github.com/beego/beego/v2/server/web/router.go:1002
2023/02/01 14:13:29.072  [C] [recovery.go:22]  D:/golang/src/net/http/server.go:2947
2023/02/01 14:13:29.072  [C] [recovery.go:22]  D:/golang/src/net/http/server.go:1991
2023/02/01 14:13:29.073  [C] [recovery.go:22]  D:/golang/src/runtime/asm_amd64.s:1594
2023/02/01 14:13:29.073  [M] [log.go:208]  [HTTP] http: superfluous response.WriteHeader call from github.com/beego/beego/v2/server/web/context.(*Response).WriteHeader (context.go:366)
